"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"3861","Color","René Féret",50,120,0,9,"Clovis Fouin",24,706622,"Biography|Drama|Music|Romance","Nicolas Giraud","Mozart's Sister ",1213,53,"Marie Féret",2,"mozart|musical prodigy|royal court|singer|talent","http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1",17,"French","France","",NA,2010,12,6.4,1.85,0
"760","Color","Geoff Murphy",47,92,14,488,"Brenda Bakke",789,50024083,"Action|Thriller","Peter Greene","Under Siege 2: Dark Territory ",35918,2318,"Patrick Kilpatrick",1,"colorado|niece|satellite|terrorist|train","http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1",126,"English","USA","R",6e+07,1995,520,5.4,1.85,1000
"933","Color","James L. Brooks",156,139,274,285,"Yeardley Smith",625,147637474,"Comedy|Drama|Romance","Lupe Ontiveros","As Good as It Gets ",224671,1474,"Shirley Knight",0,"dog|friendship|neighbor|unlikely friendship|writer","http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1",470,"English","USA","PG-13",5e+07,1997,440,7.7,1.85,11000
"1953","Color","Paul Thomas Anderson",251,95,0,98,"Emily Watson",11000,17791031,"Comedy|Drama|Romance|Thriller","Adam Sandler","Punch-Drunk Love ",109855,11994,"Don McManus",0,"harmonium|love|phone sex|pudding|sister","http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1",888,"English","USA","R",2.5e+07,2002,876,7.3,2.35,0
"2338","Color","Kevin Reynolds",9,107,58,324,"Jason Scott Lee",699,305070,"Action|Adventure|Drama|History|Romance","Esai Morales","Rapa Nui ",3843,1592,"Sandrine Holt",1,"easter island|location in title|statue|topless female nudity|two word title","http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1",25,"English","USA","R",2e+07,1994,533,6.4,2.35,399
"2904","Color","Stewart Hendler",167,101,10,472,"Margo Harshman",1000,11956207,"Horror|Mystery","Julian Morris","Sorority Row ",24012,3142,"Rumer Willis",2,"prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck","http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1",126,"English","USA","R",1.6e+07,2009,668,5.1,2.35,0
"2315","Color","Todd Graff",79,111,650,181,"Charlie Saxton",690,5205343,"Comedy|Drama|Family|Music|Romance","Scott Porter","Bandslam ",11958,1573,"Ryan Donowho",3,"battle of the bands|high school|rock 'n' roll|school|teenager","http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1",39,"English","USA","PG",2e+07,2009,224,6.4,2.35,1000
"2555"," Black and White","John Singleton",41,130,309,522,"Snoop Dogg",939,28734552,"Crime|Drama|Romance|Thriller","Mo'Nique","Baby Boy ",9566,3107,"Angell Conwell",2,"cartoon on tv|family relationships|physical abuse|single parent|two word title","http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1",81,"English","USA","R",1.6e+07,2001,881,6.4,1.85,1000
"2760","Color","Peter Cousens",5,94,5,124,"David Rasche",467,NA,"Drama|Family|Music","Sharon Leal","Freedom ",993,994,"Bart Shatto",2,"19th century|christian film|hymn|religion|slave","http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1",13,"English","USA","R",14500000,2014,220,6.2,NA,998
"1810","Color","Todd Graff",98,118,650,715,"Jeremy Jordan",1000,30920167,"Comedy|Music","Dolly Parton","Joyful Noise ",6476,3389,"Jesse L. Martin",4,"bare chested male|chips|two word title","http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1",71,"English","USA","PG-13",2.5e+07,2012,773,5.7,2.35,0
"2497","Color","Joe Carnahan",186,109,248,968,"Common",16000,35635046,"Action|Crime|Drama|Thriller","Ryan Reynolds","Smokin' Aces ",121058,19410,"Alex Rocco",0,"casino|fbi|mafia|mob hit|sniper","http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1",482,"English","UK","R",1.7e+07,2006,988,6.7,2.35,3000
"1936","Color","David Gordon Green",146,87,234,370,"J.B. Smoove",904,30538669,"Comedy","Ari Graynor","The Sitter ",60202,3850,"Kylie Bunbury",3,"babysitting|car crash|child in peril|kicked in the face|reference to craigslist","http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1",114,"English","USA","R",NA,2011,555,5.7,1.85,0
"1793","Color","Jeff Wadlow",350,103,65,405,"Donald Faison",17000,28751715,"Action|Comedy|Crime","Chloë Grace Moretz","Kick-Ass 2 ",202967,19168,"Augustus Prew",0,"hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero","http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1",378,"English","USA","R",2.8e+07,2013,927,6.6,2.35,36000
"4127","Color","Will Canon",58,83,8,617,"Scott Mechlowicz",798,NA,"Horror|Thriller","Frank Grillo","Demonic ",7358,4756,"Aaron Yoo",1,"death|detective|house|missing|supernatural","http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1",39,"English","USA","R",3e+06,2015,634,5.3,NA,0
"1020","Color","Costa-Gavras",59,115,333,317,"Blythe Danner",972,10556196,"Crime|Drama|Thriller","Mia Kirshner","Mad City ",16562,2606,"William Atherton",2,"hostage|museum|natural history museum|news reporter|reporter","http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1",73,"English","USA","PG-13",5e+07,1997,713,6.2,2.35,697
"1975","Color","Catherine Hardwicke",119,107,308,872,"Michael Angarano",13000,11008432,"Biography|Drama|Sport","Heath Ledger","Lords of Dogtown ",43903,16651,"Rebecca De Mornay",0,"1970s|skateboarder|skateboarding|surf|swimming pool","http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1",194,"English","USA","PG-13",2.5e+07,2005,947,7.1,1.85,5000
"4576","Color","David Gordon Green",88,108,234,463,"Paul Schneider",11000,548712,"Drama|Romance","Zooey Deschanel","All the Real Girls ",9233,12385,"Shea Whigham",0,"best friend|lake|love|small town|womanizer","http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1",126,"English","USA","R",2500000,2003,552,6.9,2.35,571
"2810","Color","Stephan Elliott",135,97,11,548,"Kristin Scott Thomas",14000,2656324,"Comedy|Romance","Colin Firth","Easy Virtue ",16444,16431,"Kris Marshall",4,"estate|female frontal nudity|female nudity|no panties|unhappy marriage","http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1",79,"English","UK","PG-13",NA,2008,1000,6.7,2.35,2000
"3691","Color","Morten Tyldum",284,100,77,27,"Synnøve Macody Lund",286,1196752,"Crime|Drama|Thriller","Aksel Hennie","Headhunters ",79353,385,"Julie R. Ølgaard",3,"art thief|male frontal nudity|male nudity|male star appears nude|painting","http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1",121,"Norwegian","Norway","R",30300000,2011,52,7.6,2.39,23000
"2350","Color","Gnana Rajasekaran",2,153,0,7,"Michael Lieber",109,NA,"Biography|Drama|History","Mani Bharathi","Ramanujan ",102,164,"Kevin McGowan",0,"ramanujan","http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1",1,"English","India","",NA,2014,36,7,2.35,58
"4731","Color","Tom McCarthy",154,89,310,587,"Joe Lo Truglio",22000,5739376,"Comedy|Drama","Peter Dinklage","The Station Agent ",58260,24419,"Paula Garcés",0,"abandoned|depot|dwarf|newfoundland new jersey|train","http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1",286,"English","USA","R",5e+05,2003,833,7.7,1.85,0
"1323"," Black and White","Joel Coen",77,111,0,385,"Bill Cobbs",1000,2869369,"Comedy|Fantasy","Jennifer Jason Leigh","The Hudsucker Proxy ",65474,2612,"John Mahoney",2,"art deco|board of directors|industry|mail|stock","http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1",211,"English","UK","PG",3e+07,1994,970,7.3,1.85,0
"2417","Color","Paul Greengrass",279,111,521,64,"David Alan Basche",97,31471430,"Drama|History|Thriller","Christian Clemenson","United 93 ",83374,313,"Susan Blommaert",0,"flight|passenger|plane|september 11 2001|terrorist","http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1",828,"English","USA","R",1.5e+07,2006,68,7.6,2.35,0
"486","Color","Vincent Ward",121,113,25,129,"Annabella Sciorra",49000,55350897,"Drama|Fantasy|Romance","Robin Williams","What Dreams May Come ",83560,49631,"Rosalind Chao",1,"heaven|hell|soul|soul mate|suicide","http://www.imdb.com/title/tt0120889/?ref_=fn_tt_tt_1",619,"English","USA","PG-13",8.5e+07,1998,448,7,2.35,32000
"1076","Color","David Zucker",151,84,119,750,"Pamela Anderson",807,110000082,"Comedy","Regina Hall","Scary Movie 3 ",111526,3629,"Jenny McCarthy",7,"crop circle|farm|orchestral music score|reference to michael jackson|videotape","http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1",347,"English","USA","PG-13",4.8e+07,2003,780,5.5,1.85,0
"3162","Color","Mike Judge",144,89,406,759,"Stephen Root",989,10824921,"Comedy","Gary Cole","Office Space ",200293,3462,"Diedrich Bader",0,"boss|computer|downsizing|neighbor|office","http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1",621,"English","USA","R",1e+07,1999,939,7.8,1.85,16000
"872","Color","Akiva Schaffer",265,102,82,537,"Nicholas Braun",622,34350553,"Action|Comedy|Sci-Fi","Will Forte","The Watch ",104066,2488,"Rosemarie DeWitt",4,"alien|escape|manager|neighborhood watch|ohio","http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1",207,"English","USA","R",6.8e+07,2012,591,5.7,2.35,15000
"899","Color","Richard Lester",121,116,44,420,"Ned Beatty",593,108200000,"Action|Adventure|Romance|Sci-Fi","Margot Kidder","Superman II ",76331,2908,"Jackie Cooper",4,"alien invasion|based on comic book|flying superhero|phantom zone|revenge","http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1",269,"English","USA","PG",5.4e+07,1980,467,6.8,2.35,0
"4646","Color","Ryan Coogler",327,85,0,88,"Melonie Diaz",282,16097842,"Biography|Drama|Romance","Ahna O'Reilly","Fruitvale Station ",53919,687,"Ariana Neal",0,"22 year old|b.a.r.t.|bay area|birthday|police","http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1",168,"English","USA","R",9e+05,2013,270,7.5,1.85,17000
"3797","Color","Matthew Hastings",35,95,3,383,"Marc Trottier",889,NA,"Comedy|Horror|Sci-Fi","Meghan Ory","Decoys ",4041,2984,"Corey Sevier",0,"breasts|campus|college|tentacle|virginity","http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1",66,"English","Canada","R",5e+06,2004,680,4.6,1.85,174
"4260","Color","Florian Henckel von Donnersmarck",215,137,207,155,"Ulrich Mühe",380,11284657,"Drama|Thriller","Sebastian Koch","The Lives of Others ",259379,927,"Martina Gedeck",3,"east germany|police|secret police|stasi|writer","http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1",407,"German","Germany","R",2e+06,2006,284,8.5,2.35,39000
"2001","Color","Atom Egoyan",97,107,460,490,"Alison Lohman",14000,871527,"Crime|Drama|Mystery|Thriller","Colin Firth","Where the Truth Lies ",14982,16090,"Rachel Blanchard",2,"breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex","http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1",128,"English","Canada","R",2.5e+07,2005,1000,6.5,2.35,507
"4278","Color","David Ayer",118,116,453,2000,"Christian Bale",24000,3335839,"Action|Crime|Drama|Thriller","J.K. Simmons","Harsh Times ",54657,50313,"Noel Gugliemi",2,"blood splatter|friend|lapd|mexican|violence","http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1",222,"English","USA","R",2e+06,2005,23000,7,1.85,0
"1579","Color","Wes Anderson",536,99,0,670,"Tom Wilkinson",13000,59073773,"Adventure|Comedy|Crime|Drama","Bill Murray","The Grand Budapest Hotel ",475518,15082,"F. Murray Abraham",0,"first person narration|hotel|lobby boy|mentor protege relationship|painting","http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1",644,"English","USA","R",2.5e+07,2014,1000,8.1,1.37,149000
"1219","Color","John Whitesell",65,99,14,633,"Nia Long",17000,70163652,"Comedy|Crime","Chloë Grace Moretz","Big Momma's House 2 ",31968,19334,"Marisol Nichols",0,"cheerleading|fbi|fbi agent|nanny|undercover","http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1",82,"English","USA","PG-13",4e+07,2006,826,4.6,1.85,663
"3313","Color","Dario Argento",76,120,930,433,"Adrienne Barbeau",982,349618,"Horror","John Amos","Two Evil Eyes ",4302,2942,"Sally Kirkland",1,"black cat|cat|evil|photographer|undead","http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1",45,"English","Italy","R",9e+06,1990,602,6.1,1.85,375
"4851","Color","Jack Perez",131,97,19,313,"Barry Bostwick",778,NA,"Comedy|Crime|Drama|Horror|Mystery|Thriller","Kevin Corrigan","Some Guy Who Kills People ",4550,2515,"Ahmed Best",2,"","http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1",58,"English","USA","R",3e+05,2011,456,6.4,1.85,0
"1903","Color","Adam McKay",181,98,285,7000,"Will Ferrell",640000,84136909,"Comedy","Darcy Donavan","Anchorman: The Legend of Ron Burgundy ",267921,656730,"Steve Carell",5,"1970s|anchorman|news anchor|newsroom|tv station","http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1",577,"English","USA","PG-13",2.6e+07,2004,8000,7.2,1.85,0
"3578","Color","Tom Hooper",145,98,0,27,"Mark Bazeley",1000,449558,"Biography|Drama|Sport","Stephen Graham","The Damned United ",32307,1163,"Maurice Roëves",2,"cup|derby county|flashback|football|leeds united","http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1",75,"English","UK","R",1e+07,2009,54,7.6,1.85,0
"2735"," Black and White","Fritz Lang",260,145,756,18,"Gustav Fröhlich",136,26435,"Drama|Sci-Fi","Brigitte Helm","Metropolis ",111841,203,"Rudolf Klein-Rogge",1,"art deco|bible quote|dance|silent film|worker","http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1",413,"German","Germany","Not Rated",6e+06,1927,23,8.3,1.33,12000
"4087","Color","Patricia Cardoso",75,90,15,453,"Lupe Ontiveros",953,5844929,"Comedy|Drama","America Ferrera","Real Women Have Curves ",6000,2510,"George Lopez",1,"education|factory|high school|mexican american|religious icon","http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1",109,"English","USA","PG-13",3e+06,2002,625,7,1.85,595
"4285","Color","Ari Folman",231,90,56,0,"Ronny Dayag",56,2283276,"Animation|Biography|Documentary|Drama|History|War","Ari Folman","Waltz with Bashir ",46107,56,"Zahava Solomon",0,"bar|dog|interview|lebanon|nightmare","http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1",156,"Hebrew","Israel","R",1500000,2008,0,8,1.85,0
"2087","Color","Clint Eastwood",69,135,16000,86,"Meryl Streep",16000,70960517,"Drama|Romance","Clint Eastwood","The Bridges of Madison County ",54631,27237,"Debra Monk",0,"1960s|bridge|housewife|love|photographer","http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1",192,"English","USA","PG-13",3.5e+07,1995,11000,7.5,1.85,0
"2801","Color","Mark Waters",61,86,70,169,"Ivana Milicevic",878,10397365,"Comedy|Mystery|Romance","Monica Potter","Head Over Heels ",11693,2165,"China Chow",5,"apartment|fast motion scene|model|private investigation|suspected murder","http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1",104,"English","USA","PG-13",1.4e+07,2001,834,5.4,2.35,613
"4075","Color","Michael Schultz",7,97,78,77,"LisaGay Hamilton",685,NA,"Comedy|Drama|Music","Blair Underwood","Krush Groove ",1361,1163,"Bobby Brown",0,"actress shares first name with character|bar|car wash|city|d.j.","http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1",16,"English","USA","R",3e+06,1985,178,6.6,NA,889
"1792","Color","Robert B. Weide",135,110,53,87,"Katherine Parkinson",480,2775593,"Comedy|Drama|Romance","James Corden","How to Lose Friends & Alienate People ",61269,858,"Fenella Woolgar",4,"celebrity|party|pig|starlet|writer","http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1",98,"English","UK","R",2.7e+07,2008,261,6.5,1.85,0
"4553","Color","Andrew Steggall",29,109,0,30,"Alex Lawther",202,NA,"Drama|Family|Romance","Juliet Stevenson","Departure ",162,283,"Niamh Cusack",0,"france|gay|language|male masturbation|masturbation","http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1",5,"English","UK","",1100000,2015,47,7,1.85,75
"1971","Color","Ivan Reitman",159,110,425,148,"Chi McBride",3000,28831145,"Drama|Sport","Jennifer Garner","Draft Day ",39357,3757,"Patrick St. Esprit",1,"cleveland browns|head coach|linebacker|nfl|team owner","http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1",113,"English","USA","R",2.5e+07,2014,466,6.8,2.35,14000
"2929","Color","Anne Fletcher",107,104,98,920,"Alyson Stoner",17000,65269010,"Crime|Drama|Music|Romance","Channing Tatum","Step Up ",90938,21380,"Josh Henderson",0,"dance|dancer|school|showcase|student","http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1",271,"English","USA","PG-13",1.2e+07,2006,2000,6.5,2.35,0
"4661","Color","Justin Molotnikov",16,93,5,10,"Stephen McCole",49,NA,"Thriller","Jo Hartley","Crying with Laughter ",190,81,"Joe Cassidy",1,"cocaine|edinburgh scotland|stand up comedian","http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1",6,"English","UK","",NA,2009,11,6.9,NA,33
"4784","Color","Hans Canosa",365,84,3,446,"Thomas Lennon",10000,379122,"Comedy|Drama|Romance","Olivia Wilde","Conversations with Other Women ",10143,12496,"Nora Zehetner",0,"female frontal nudity|filming a wedding|lingerie slip|memory|wedding","http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1",54,"English","UK","R",450000,2005,651,7.1,2.39,0
"1437","Color","Mike Newell",117,147,179,646,"Al Pacino",40000,41954997,"Biography|Crime|Drama","Johnny Depp","Donnie Brasco ",225122,56014,"Anne Heche",2,"fbi|mafia|money|racial slur|singer","http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1",234,"English","USA","R",3.5e+07,1997,14000,7.8,2.35,0
"765","Color","Antoine Fuqua",198,124,845,295,"Ned Beatty",650,46975183,"Action|Crime|Drama|Mystery|Thriller","Tate Donovan","Shooter ",256213,1640,"Louis Ferreira",0,"colonel|ethiopia|marksman|on the run|rangefinder","http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1",338,"English","USA","R",6.1e+07,2007,467,7.2,2.35,0
"2465","Color","Nimród Antal",103,93,190,151,"Mackenzie Gray",364,3419967,"Music","James Hetfield","Metallica Through the Never ",13359,1083,"Lars Ulrich",0,"headbanger|metallica|roadie|song in title|standing on the roof of a car","http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1",56,"English","USA","R",NA,2013,253,7.2,2.35,19000
"4472","Color","Arjun Sablok",5,97,0,40,"Uday Chopra",374,100358,"Comedy|Musical|Romance","Abhishek Bachchan","Neal 'N' Nikki ",1167,602,"Samantha McLeod",2,"interrupted sex|kiss|love|mistaken sex scene|sex in car","http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1",24,"English","India","",1500000,2005,145,3.3,2.35,66
"4137","Color","Paolo Monico",2,100,3,382,"Sarah Rafferty",1000,NA,"Comedy","Stephanie Szostak","Four Single Fathers ",118,2890,"Salvatore Santone",0,"number in title|single father","http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1",1,"Italian","Italy","",3e+06,2009,810,5.1,NA,32
"1383","Color","Fedor Bondarchuk",14,115,35,30,"Fedor Bondarchuk",463,NA,"Action|Adventure|Sci-Fi","Yuliya Snigir","Obitaemyy ostrov ",4387,599,"Aleksey Serebryakov",0,"22nd century|first part|friend|guard|space opera","http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1",21,"Russian","Russia","",29500000,2009,35,5.3,NA,240
"556","Color","Florent-Emilio Siri",152,113,17,759,"Bruce Willis",87000,34636443,"Action|Crime|Drama|Mystery|Thriller","Jimmy Bennett","Hostage ",93790,103354,"Ransford Doherty",0,"california|hostage|hostage negotiator|organized crime|police","http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1",288,"English","USA","R",5.2e+07,2005,13000,6.6,2.35,0
"3209","Color","Rakesh Roshan",20,168,53,45,"Rekha",307,NA,"Action|Adventure|Romance|Sci-Fi","Naseeruddin Shah","Krrish ",12411,616,"Sharat Saxena",0,"breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore","http://www.imdb.com/title/tt0432637/?ref_=fn_tt_tt_1",110,"Hindi","India","Not Rated",1e+07,2006,200,6.3,2.35,533
"4322","Color","Conor McMahon",98,86,5,47,"Tommy Knight",121,NA,"Comedy|Horror","Peter McQuinn","Stitches ",6585,322,"Jemma Curran",0,"cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin","http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1",53,"English","Ireland","R",NA,2012,94,5.7,1.85,0
"828","Color","Taylor Hackford",117,136,138,9000,"Al Pacino",18000,60984028,"Drama|Mystery|Thriller","Keanu Reeves","The Devil's Advocate ",259519,45271,"Charlize Theron",2,"deal with the devil|lawyer|money|reality|supernatural power","http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1",431,"English","USA","R",5.7e+07,1997,14000,7.5,2.35,11000
"2414","Color","Francis Ford Coppola",44,103,0,805,"Kathleen Turner",12000,41382841,"Comedy|Drama|Fantasy|Romance","Nicolas Cage","Peggy Sue Got Married ",27149,14672,"Joan Allen",0,"alternate history|alternate timeline|divorce|high school|reunion","http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1",96,"English","USA","PG-13",1.8e+07,1986,899,6.3,1.85,0
"2967","Color","Sanaa Hamri",70,100,43,696,"Laz Alonso",988,21520719,"Comedy|Romance|Sport","Common","Just Wright ",10103,3906,"Mehcad Brooks",1,"basketball|basketball player|nba|physical therapist|therapist","http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1",36,"English","USA","PG",NA,2010,826,5.8,2.35,0
"395","Color","Jan de Bont",114,113,101,848,"Alan Ruck",22000,241688385,"Action|Adventure|Drama|Thriller","Philip Seymour Hoffman","Twister ",144053,26239,"Jami Gertz",0,"device|disaster|divorce|storm|tornado","http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1",395,"English","USA","PG-13",9.2e+07,1996,946,6.3,2.35,0
"3052","Color","Dustin Hoffman",175,98,0,123,"Sheridan Smith",358,18381787,"Comedy|Drama","Luke Newberry","Quartet ",15684,1114,"Pauline Collins",4,"divorced couple|opera|reference to giuseppe verdi|retirement|senility","http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1",126,"English","UK","PG-13",1.1e+07,2012,156,6.8,2.35,13000
"2395","Color","Larry Charles",343,82,119,6,"Ken Davitian",332,128505958,"Comedy","Luenell","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ",297014,505,"Chester",1,"california|city|kazakhstan|travel|tv reporter","http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1",1198,"English","USA","R",1.8e+07,2006,165,7.3,1.85,0
"1160","Color","Paul Feig",270,123,176,749,"William Xifaras",975,159578352,"Action|Comedy|Crime","Michael Rapaport","The Heat ",133177,4825,"Demián Bichir",7,"drug lord|fbi|fbi agent|hospital|shot in the crotch","http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1",380,"English","USA","R",4.3e+07,2013,815,6.6,2.35,24000
"911","Color","Curtis Hanson",106,124,161,681,"Robert Duvall",21000,5755286,"Drama|Romance|Sport","Robert Downey Jr.","Lucky You ",18310,26334,"Kelvin Han Yee",1,"losing|poker|poker player|reference to frederic chopin|reference to johannes brahms","http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1",63,"English","USA","PG-13",5.5e+07,2007,3000,5.9,2.35,672
"2915","Color","Je-kyu Kang",86,148,16,489,"Bin Won",717,1110186,"Action|Drama|War","Min-sik Choi","Tae Guk Gi: The Brotherhood of War ",31943,1730,"Dong-gun Jang",2,"1950s|archeologist|korea|korean war|soldier","http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1",224,"Korean","South Korea","R",12800000,2004,517,8.1,2.35,0
"1431","Color","Judd Apatow",285,134,0,120,"Maude Apatow",529,67523385,"Comedy","Charlyne Yi","This Is 40 ",104005,1050,"Mackenzie Aladjem",2,"40th birthday|aging|birthday|sex|viagra","http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1",248,"English","USA","R",3.5e+07,2012,130,6.2,2.35,18000
"2090","Color","Lasse Hallström",180,122,529,171,"Charlotte Le Bon",820,54235441,"Comedy|Drama","Manish Dayal","The Hundred-Foot Journey ",52894,1484,"Juhi Chawla",3,"chef|haute cuisine|indian cuisine|michelin guide|restaurant","http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1",185,"English","USA","PG",2.2e+07,2014,201,7.3,2.35,55000
"1314","Color","Jean-Marie Poiré",61,84,8,219,"Matt Ross",545,4777007,"Comedy|Fantasy|Sci-Fi","Bridgette Wilson-Sampras","Just Visiting ",15130,1149,"John Aylward",3,"alternate history|alternate timeline|flatulence|future time travel|time travel comedy","http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1",98,"English","France","PG-13",4e+07,2001,248,5.8,2.35,565
"4910","Color","Jay Duplass",93,84,157,98,"Jennifer Lafleur",962,140016,"Comedy|Drama|Horror|Romance","Greta Gerwig","Baghead ",3507,2016,"Elise Muller",0,"actor|cabin|california|paper bag|vomiting","http://www.imdb.com/title/tt0923600/?ref_=fn_tt_tt_1",40,"English","USA","R",NA,2008,873,6,1.85,443
"1917","Color","Chris Nahon",116,98,20,872,"Bridget Fonda",5000,36833473,"Action|Crime|Drama|Thriller","Jet Li","Kiss of the Dragon ",53126,7945,"Max Ryan",1,"action hero|chinese|forced prostitution|one man army|title spoken by character","http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1",254,"English","France","R",2.5e+07,2001,888,6.6,2.35,0
"3015","Color","Christopher Smith",156,99,76,42,"Michael Dorman",181,NA,"Fantasy|Mystery|Thriller","Rachael Carpani","Triangle ",64423,433,"Emma Lung",1,"deja vu|lost at sea|ship|time loop|trapped in a time loop","http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1",293,"English","UK","R",1.2e+07,2009,168,6.9,2.35,13000
"1980"," Black and White","Neil Jordan",44,133,277,8000,"Liam Neeson",25000,11030963,"Biography|Drama|Thriller|War","Alan Rickman","Michael Collins ",24145,48482,"Julia Roberts",2,"ireland|irish|irish civil war|irish free state|sinn fein","http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1",93,"English","UK","R",2.8e+07,1996,14000,7.1,1.85,0
"174","Color","Peter Weir",244,138,608,168,"Lee Ingleby",613,93926386,"Action|Adventure|Drama|History|War","James D'Arcy","Master and Commander: The Far Side of the World ",168207,1205,"David Threlfall",1,"1800s|napoleonic wars|pursuit|royal navy|ship","http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1",684,"English","USA","PG-13",1.5e+08,2003,172,7.4,2.35,0
